"document","topic","gamma"
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",19,0.00015768455380909
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",19,0.000139193325615765
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",19,0.000146846798894385
"Section II Special Needs Plan SNPSpecific Networks Research and Development",19,0.000170249501683235
"Section III Benefit Review",19,0.000178797909335896
"Section III Timely Updates to LIS Status Based on Best Available Evidence",19,0.000129100489218305
"Section H  CMSHCC Risk Adjustment Model for CY 2019",19,0.000244190155322223
"Section II Employer Group Waiver Plans",19,0.000255888505251647
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",20,1.12240637196086e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",20,3.57074910877533e-06
"Section I Validation Audits",20,9.14819177607634e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",20,9.43085550200367e-06
"Section B  Calculation of Fee for Service Cost",20,7.08056098533539e-06
"Section L  Normalization Factors",20,1.2212412351161e-05
"Section IV  MedicareMedicaid Plans",20,6.90214569095927e-06
"Section G  MA Employer Group Waiver Plans",20,1.02743961819581e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",20,8.15636477129974e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",20,1.4639003844681e-05
"Section III CY 2019 Formulary Submission Window",20,1.5332349601318e-05
"Section I Incomplete and Inaccurate Bid Submissions",20,2.85828596834133e-05
"Section II Total Beneficiary Cost TBC",20,1.63909734090577e-05
"Section E  Clinical Trials",20,2.47431044323731e-05
"Section H  Enhanced Medication Therapy Management MTM Model",20,1.06641420411442e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",20,1.94321484787525e-05
"Section II Part C Cost Sharing Standards",20,1.79921186532832e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",20,2.69258731000407e-05
"Section II Maximum OutofPocket MOOP Limits",20,0.997892447402083
"Section O  Quality Payment Program",20,3.08085038644107e-05
"Section C  Part D Risk Sharing",20,3.18178732419744e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",20,1.55782940242289e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",20,4.16080721782521e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",20,4.36481186139968e-05
"Section III Improving Access to Part D Vaccines",20,3.44886419078683e-05
"Section II Health Related Supplemental Benefits",20,4.05037728773749e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",20,4.58985262887568e-05
"Section I Innovations in Health Plan Design",20,3.93113798225214e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",20,3.94565753904941e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",20,3.91672489419134e-05
"Section III Tier Composition",20,6.22003956038575e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",20,5.45742075431914e-05
"Section A  Update of the RxHCC Model",20,2.78380251832026e-05
"Section B  FFS Growth Percentage",20,4.64978599148676e-05
"Section I Plan Corrections",20,5.11755383537183e-05
"Section III Expanding the Part D OTC Program",20,6.81526703144415e-05
"Section D  ESRD Rates",20,4.60965800667982e-05
"Section II Tiered Cost Sharing of Medical Benefits",20,6.94824975903443e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",20,4.64978599148643e-05
"Section II Plans with Low Enrollment",20,6.64567796688357e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",20,0.000121744151105907
"Section II Cost Plan Transition to MA under MACRA",20,0.000100074955236259
"Section II Medicare Advantage MA Uniformity Flexibility",20,4.29462330969978e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",20,8.49540208714024e-05
"Section III Low Enrollment Plans Standalone PDPs only",20,8.77451686244461e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",20,0.000115180968037234
"Section C  IME Phase Out",20,9.55972402376697e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",20,0.000116436376611056
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",20,7.92798190055766e-05
"Section II Medicare Advantage MA Segmented Service Area Options",20,0.000157684553809111
"Section II Outpatient Observation Services",20,0.000137403006980571
"Section II Overview of CY 2019 Benefits and Bid Review",20,5.54236212702138e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",20,8.49540208713984e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",20,6.44520235932603e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",20,4.6701131207538e-05
"Section M  Medical Loss Ratio Credibility Adjustment",20,0.000109289225494862
"Section D  Retiree Drug Subsidy Amounts",20,0.000202525638117004
"Section II Cost Plan Competition Requirements",20,0.000155390886723446
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",20,0.000104992750043318
"Section I Enforcement Actions for Provider Directories",20,0.000112749650908273
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",20,0.000107097914381206
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",20,6.9937381392436e-05
"Section III Coordination of Benefits COB User Fee",20,9.55972402376701e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",20,0.000133957068253939
"Section III Specialty Tiers",20,0.000146846798894394
"Section K  Medicare Advantage Coding Pattern Adjustment",20,0.000155390886723442
"Section I Annual Calendar",20,7.27968743704669e-05
"Section II Part C Optional Supplemental Benefits",20,0.00014684679889439
"Section N  Encounter Data as a Diagnosis Source for 2019",20,0.000110418855641845
"Section A  MA Growth Percentage",20,0.000184990281197273
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",20,0.000255888505251647
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",20,0.0001576845538091
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",20,0.000139193325615775
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",20,0.0001468467988944
"Section II Special Needs Plan SNPSpecific Networks Research and Development",20,0.000170249501683263
"Section III Benefit Review",20,0.000178797909335903
"Section III Timely Updates to LIS Status Based on Best Available Evidence",20,0.000129100489218308
"Section H  CMSHCC Risk Adjustment Model for CY 2019",20,0.00024419015532222
"Section II Employer Group Waiver Plans",20,0.000255888505251649
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",21,1.12240637195544e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",21,3.57074910877988e-06
"Section I Validation Audits",21,9.14819177607819e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",21,9.43085550200792e-06
"Section B  Calculation of Fee for Service Cost",21,7.08056098536729e-06
"Section L  Normalization Factors",21,1.22124123511721e-05
"Section IV  MedicareMedicaid Plans",21,6.90214569070339e-06
"Section G  MA Employer Group Waiver Plans",21,1.02743961819607e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",21,8.1563647712961e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",21,1.4639003844675e-05
"Section III CY 2019 Formulary Submission Window",21,1.53323496013243e-05
"Section I Incomplete and Inaccurate Bid Submissions",21,2.85828596834039e-05
"Section II Total Beneficiary Cost TBC",21,1.63909734090599e-05
"Section E  Clinical Trials",21,2.47431044323818e-05
"Section H  Enhanced Medication Therapy Management MTM Model",21,1.0664142041138e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",21,1.94321484787554e-05
"Section II Part C Cost Sharing Standards",21,1.79921186533521e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",21,2.69258731000431e-05
"Section II Maximum OutofPocket MOOP Limits",21,3.05442405495198e-05
"Section O  Quality Payment Program",21,3.08085038644166e-05
"Section C  Part D Risk Sharing",21,3.18178732419689e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",21,1.55782940242292e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",21,4.16080721782487e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",21,4.36481186139995e-05
"Section III Improving Access to Part D Vaccines",21,3.44886419078741e-05
"Section II Health Related Supplemental Benefits",21,4.05037728773649e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",21,4.58985262887342e-05
"Section I Innovations in Health Plan Design",21,3.93113798225224e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",21,3.9456575390493e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",21,3.91672489419142e-05
"Section III Tier Composition",21,6.22003956038629e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",21,5.45742075432002e-05
"Section A  Update of the RxHCC Model",21,2.78380251832143e-05
"Section B  FFS Growth Percentage",21,4.64978599148664e-05
"Section I Plan Corrections",21,5.11755383537188e-05
"Section III Expanding the Part D OTC Program",21,6.81526703144447e-05
"Section D  ESRD Rates",21,4.60965800667939e-05
"Section II Tiered Cost Sharing of Medical Benefits",21,6.94824975903603e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",21,4.64978599148714e-05
"Section II Plans with Low Enrollment",21,6.64567796688269e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",21,0.00012174415110591
"Section II Cost Plan Transition to MA under MACRA",21,0.000100074955236245
"Section II Medicare Advantage MA Uniformity Flexibility",21,4.29462330969923e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",21,0.994138172559873
"Section III Low Enrollment Plans Standalone PDPs only",21,8.77451686244437e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",21,0.000115180968037232
"Section C  IME Phase Out",21,9.55972402376585e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",21,0.000116436376611058
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",21,7.92798190055721e-05
"Section II Medicare Advantage MA Segmented Service Area Options",21,0.000157684553809103
"Section II Outpatient Observation Services",21,0.000137403006980573
"Section II Overview of CY 2019 Benefits and Bid Review",21,5.54236212702201e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",21,8.49540208714046e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",21,6.44520235932699e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",21,4.67011312075489e-05
"Section M  Medical Loss Ratio Credibility Adjustment",21,0.000109289225494866
"Section D  Retiree Drug Subsidy Amounts",21,0.00020252563811699
"Section II Cost Plan Competition Requirements",21,0.000155390886723443
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",21,0.000104992750043328
"Section I Enforcement Actions for Provider Directories",21,0.000112749650908278
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",21,0.00010709791438121
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",21,6.99373813924386e-05
"Section III Coordination of Benefits COB User Fee",21,9.55972402376682e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",21,0.000133957068253932
"Section III Specialty Tiers",21,0.000146846798894393
"Section K  Medicare Advantage Coding Pattern Adjustment",21,0.000155390886723439
"Section I Annual Calendar",21,7.2796874370467e-05
"Section II Part C Optional Supplemental Benefits",21,0.000146846798894394
"Section N  Encounter Data as a Diagnosis Source for 2019",21,0.000110418855641855
"Section A  MA Growth Percentage",21,0.000184990281197269
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",21,0.000255888505251645
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",21,0.989119765787172
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",21,0.000139193325615781
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",21,0.000146846798894411
"Section II Special Needs Plan SNPSpecific Networks Research and Development",21,0.000170249501683254
"Section III Benefit Review",21,0.0001787979093359
"Section III Timely Updates to LIS Status Based on Best Available Evidence",21,0.000129100489218308
"Section H  CMSHCC Risk Adjustment Model for CY 2019",21,0.000244190155322226
"Section II Employer Group Waiver Plans",21,0.000255888505251648
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",22,1.12240637168582e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",22,3.57074910860546e-06
"Section I Validation Audits",22,9.14819177607783e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",22,9.43085550200557e-06
"Section B  Calculation of Fee for Service Cost",22,7.08056098537219e-06
"Section L  Normalization Factors",22,1.22124123511625e-05
"Section IV  MedicareMedicaid Plans",22,6.90214569094177e-06
"Section G  MA Employer Group Waiver Plans",22,1.02743961819655e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",22,8.15636477129684e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",22,1.46390038446814e-05
"Section III CY 2019 Formulary Submission Window",22,1.53323496013271e-05
"Section I Incomplete and Inaccurate Bid Submissions",22,2.85828596834086e-05
"Section II Total Beneficiary Cost TBC",22,1.63909734090498e-05
"Section E  Clinical Trials",22,2.47431044323843e-05
"Section H  Enhanced Medication Therapy Management MTM Model",22,1.06641420411475e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",22,1.9432148478751e-05
"Section II Part C Cost Sharing Standards",22,1.79921186533672e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",22,2.69258731000345e-05
"Section II Maximum OutofPocket MOOP Limits",22,3.05442405495156e-05
"Section O  Quality Payment Program",22,3.08085038644132e-05
"Section C  Part D Risk Sharing",22,3.18178732419669e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",22,1.55782940242215e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",22,4.16080721782545e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",22,4.3648118613994e-05
"Section III Improving Access to Part D Vaccines",22,3.44886419078721e-05
"Section II Health Related Supplemental Benefits",22,4.05037728773726e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",22,4.5898526288733e-05
"Section I Innovations in Health Plan Design",22,3.93113798225195e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",22,3.94565753904916e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",22,3.91672489419223e-05
"Section III Tier Composition",22,6.22003956038665e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",22,5.45742075432085e-05
"Section A  Update of the RxHCC Model",22,2.78380251832084e-05
"Section B  FFS Growth Percentage",22,4.64978599148667e-05
"Section I Plan Corrections",22,5.11755383537312e-05
"Section III Expanding the Part D OTC Program",22,6.81526703144486e-05
"Section D  ESRD Rates",22,4.60965800667972e-05
"Section II Tiered Cost Sharing of Medical Benefits",22,6.94824975903604e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",22,4.64978599148727e-05
"Section II Plans with Low Enrollment",22,6.64567796688383e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",22,0.000121744151105922
"Section II Cost Plan Transition to MA under MACRA",22,0.000100074955236257
"Section II Medicare Advantage MA Uniformity Flexibility",22,4.29462330969982e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",22,8.49540208713983e-05
"Section III Low Enrollment Plans Standalone PDPs only",22,8.77451686244457e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",22,0.000115180968037237
"Section C  IME Phase Out",22,9.55972402376744e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",22,0.000116436376611053
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",22,7.92798190055734e-05
"Section II Medicare Advantage MA Segmented Service Area Options",22,0.000157684553809091
"Section II Outpatient Observation Services",22,0.000137403006980568
"Section II Overview of CY 2019 Benefits and Bid Review",22,5.54236212702181e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",22,8.49540208713991e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",22,6.44520235932673e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",22,4.67011312075447e-05
"Section M  Medical Loss Ratio Credibility Adjustment",22,0.000109289225494863
"Section D  Retiree Drug Subsidy Amounts",22,0.000202525638116988
"Section II Cost Plan Competition Requirements",22,0.000155390886723447
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",22,0.000104992750043327
"Section I Enforcement Actions for Provider Directories",22,0.000112749650908274
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",22,0.000107097914381201
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",22,0.995174320683922
"Section III Coordination of Benefits COB User Fee",22,9.55972402376732e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",22,0.000133957068253938
"Section III Specialty Tiers",22,0.000146846798894396
"Section K  Medicare Advantage Coding Pattern Adjustment",22,0.000155390886723446
"Section I Annual Calendar",22,7.27968743704727e-05
"Section II Part C Optional Supplemental Benefits",22,0.000146846798894389
"Section N  Encounter Data as a Diagnosis Source for 2019",22,0.00011041885564185
"Section A  MA Growth Percentage",22,0.000184990281197273
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",22,0.000255888505251645
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",22,0.000157684553809108
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",22,0.000139193325615778
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",22,0.000146846798894406
"Section II Special Needs Plan SNPSpecific Networks Research and Development",22,0.000170249501683258
"Section III Benefit Review",22,0.000178797909335905
"Section III Timely Updates to LIS Status Based on Best Available Evidence",22,0.000129100489218299
"Section H  CMSHCC Risk Adjustment Model for CY 2019",22,0.00024419015532222
"Section II Employer Group Waiver Plans",22,0.000255888505251648
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",23,1.12240637191175e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",23,3.57074910873918e-06
"Section I Validation Audits",23,9.14819177607919e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",23,9.43085550200402e-06
"Section B  Calculation of Fee for Service Cost",23,7.08056098536939e-06
"Section L  Normalization Factors",23,1.22124123511608e-05
"Section IV  MedicareMedicaid Plans",23,6.90214569068629e-06
"Section G  MA Employer Group Waiver Plans",23,1.02743961819653e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",23,8.15636477129284e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",23,1.46390038446805e-05
"Section III CY 2019 Formulary Submission Window",23,1.53323496013319e-05
"Section I Incomplete and Inaccurate Bid Submissions",23,2.85828596833943e-05
"Section II Total Beneficiary Cost TBC",23,1.63909734090559e-05
"Section E  Clinical Trials",23,2.47431044323847e-05
"Section H  Enhanced Medication Therapy Management MTM Model",23,1.06641420411502e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",23,1.94321484787563e-05
"Section II Part C Cost Sharing Standards",23,1.79921186533584e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",23,2.69258731000342e-05
"Section II Maximum OutofPocket MOOP Limits",23,3.05442405495181e-05
"Section O  Quality Payment Program",23,3.08085038644203e-05
"Section C  Part D Risk Sharing",23,3.18178732419658e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",23,1.55782940242326e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",23,4.16080721782541e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",23,4.36481186139992e-05
"Section III Improving Access to Part D Vaccines",23,3.44886419078755e-05
"Section II Health Related Supplemental Benefits",23,4.05037728773766e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",23,4.58985262887305e-05
"Section I Innovations in Health Plan Design",23,3.93113798225241e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",23,3.94565753904954e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",23,3.91672489419179e-05
"Section III Tier Composition",23,6.22003956038704e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",23,5.45742075431964e-05
"Section A  Update of the RxHCC Model",23,2.78380251832091e-05
"Section B  FFS Growth Percentage",23,4.64978599148652e-05
"Section I Plan Corrections",23,5.11755383537352e-05
"Section III Expanding the Part D OTC Program",23,6.81526703144542e-05
"Section D  ESRD Rates",23,4.60965800667905e-05
"Section II Tiered Cost Sharing of Medical Benefits",23,6.94824975903569e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",23,4.64978599148705e-05
"Section II Plans with Low Enrollment",23,6.64567796688375e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",23,0.00012174415110591
"Section II Cost Plan Transition to MA under MACRA",23,0.000100074955236257
"Section II Medicare Advantage MA Uniformity Flexibility",23,4.29462330969937e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",23,8.49540208713983e-05
"Section III Low Enrollment Plans Standalone PDPs only",23,8.77451686244564e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",23,0.000115180968037236
"Section C  IME Phase Out",23,9.55972402376614e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",23,0.000116436376611062
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",23,7.92798190055777e-05
"Section II Medicare Advantage MA Segmented Service Area Options",23,0.000157684553809092
"Section II Outpatient Observation Services",23,0.000137403006980566
"Section II Overview of CY 2019 Benefits and Bid Review",23,5.54236212702096e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",23,8.49540208713978e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",23,6.44520235932734e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",23,4.67011312075482e-05
"Section M  Medical Loss Ratio Credibility Adjustment",23,0.000109289225494881
"Section D  Retiree Drug Subsidy Amounts",23,0.000202525638116987
"Section II Cost Plan Competition Requirements",23,0.000155390886723447
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",23,0.000104992750043329
"Section I Enforcement Actions for Provider Directories",23,0.000112749650908275
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",23,0.000107097914381206
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",23,6.993738139244e-05
"Section III Coordination of Benefits COB User Fee",23,9.55972402376711e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",23,0.000133957068253949
"Section III Specialty Tiers",23,0.000146846798894395
"Section K  Medicare Advantage Coding Pattern Adjustment",23,0.000155390886723443
"Section I Annual Calendar",23,0.994977015668438
"Section II Part C Optional Supplemental Benefits",23,0.000146846798894391
"Section N  Encounter Data as a Diagnosis Source for 2019",23,0.000110418855641848
"Section A  MA Growth Percentage",23,0.000184990281197271
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",23,0.000255888505251649
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",23,0.000157684553809113
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",23,0.000139193325615782
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",23,0.000146846798894408
"Section II Special Needs Plan SNPSpecific Networks Research and Development",23,0.000170249501683252
"Section III Benefit Review",23,0.000178797909335906
"Section III Timely Updates to LIS Status Based on Best Available Evidence",23,0.000129100489218314
"Section H  CMSHCC Risk Adjustment Model for CY 2019",23,0.00024419015532222
"Section II Employer Group Waiver Plans",23,0.00025588850525165
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",24,1.12240637171862e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",24,0.363771767871635
"Section I Validation Audits",24,9.14819177607638e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",24,9.43085550199901e-06
"Section B  Calculation of Fee for Service Cost",24,7.08056098538454e-06
"Section L  Normalization Factors",24,1.22124123511495e-05
"Section IV  MedicareMedicaid Plans",24,6.90214569095509e-06
"Section G  MA Employer Group Waiver Plans",24,1.0274396181942e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",24,8.15636477128975e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",24,1.46390038446684e-05
"Section III CY 2019 Formulary Submission Window",24,1.53323496013111e-05
"Section I Incomplete and Inaccurate Bid Submissions",24,2.85828596833937e-05
"Section II Total Beneficiary Cost TBC",24,1.63909734090415e-05
"Section E  Clinical Trials",24,2.47431044323678e-05
"Section H  Enhanced Medication Therapy Management MTM Model",24,1.06641420411423e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",24,1.94321484787333e-05
"Section II Part C Cost Sharing Standards",24,1.7992118653339e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",24,2.6925873100028e-05
"Section II Maximum OutofPocket MOOP Limits",24,3.05442405495056e-05
"Section O  Quality Payment Program",24,3.08085038644081e-05
"Section C  Part D Risk Sharing",24,3.1817873241958e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",24,1.55782940242219e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",24,4.16080721782462e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",24,4.36481186139953e-05
"Section III Improving Access to Part D Vaccines",24,3.4488641907862e-05
"Section II Health Related Supplemental Benefits",24,4.05037728773617e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",24,4.58985262887261e-05
"Section I Innovations in Health Plan Design",24,3.93113798225043e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",24,3.94565753904825e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",24,3.91672489419041e-05
"Section III Tier Composition",24,6.22003956038549e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",24,5.45742075431892e-05
"Section A  Update of the RxHCC Model",24,2.78380251831913e-05
"Section B  FFS Growth Percentage",24,4.64978599148562e-05
"Section I Plan Corrections",24,5.11755383537186e-05
"Section III Expanding the Part D OTC Program",24,6.81526703144393e-05
"Section D  ESRD Rates",24,4.60965800667853e-05
"Section II Tiered Cost Sharing of Medical Benefits",24,6.94824975903492e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",24,4.64978599148726e-05
"Section II Plans with Low Enrollment",24,6.64567796688211e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",24,0.000121744151105899
"Section II Cost Plan Transition to MA under MACRA",24,0.000100074955236251
"Section II Medicare Advantage MA Uniformity Flexibility",24,4.29462330969757e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",24,8.49540208713861e-05
"Section III Low Enrollment Plans Standalone PDPs only",24,8.77451686244295e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",24,0.00011518096803723
"Section C  IME Phase Out",24,9.55972402376598e-05
