"doc1","doc2","distance"
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section O.  Quality Payment Program",0.173036760775236
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section III CY 2019 Formulary Submission Window",0.17301498302029
"Section II Employer Group Waiver Plans","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.172532822315488
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Tiered Cost Sharing of Medical Benefits",0.172523521411617
"Section II Transparency   Timeliness with Prior Authorization Processes","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.172520549814124
"Section III Benefit Review","Section I Annual Calendar",0.17228999027632
"Section III Coordination of Benefits (COB) User Fee","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.172158711298749
"Section A.  Update of the RxHCC Model","Section II Health Related Supplemental Benefits",0.172054804301007
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Plans with Low Enrollment",0.171917019892426
"Section B.  FFS Growth Percentage","Section II Total Beneficiary Cost (TBC)",0.171743628802302
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section II Plans with Low Enrollment",0.17171250548799
"Section II Employer Group Waiver Plans","Section I Annual Calendar",0.171587429871974
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Overview of CY 2019 Benefits and Bid Review",0.171574167261623
"Section II Maximum Out of Pocket (MOOP) Limits","Section IV   Medicare Medicaid Plans",0.171551854784985
"Section III Specialty Tiers","Section III Expanding the Part D OTC Program",0.171544979999341
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section D.  ESRD Rates",0.171186960899877
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.171117052778599
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.170824544117359
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Cost Plan Transition to MA under MACRA",0.170558729415614
"Section C.  IME Phase Out","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.170533822769176
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section III Expanding the Part D OTC Program",0.170503525556482
"Section II Health Related Supplemental Benefits","Section II Total Beneficiary Cost (TBC)",0.170479427437652
"Section II Part C Optional Supplemental Benefits","Section H.  Enhanced Medication Therapy Management (MTM) Model",0.170441708143521
"Section B.  FFS Growth Percentage","Section G.  MA Employer Group Waiver Plans",0.170394953891751
"Section II Outpatient Observation Services","Section II Health Related Supplemental Benefits",0.170293764780637
"Section D.  ESRD Rates","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.170277922787023
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section I Innovations in Health Plan Design",0.169935812459017
"Section II Employer Group Waiver Plans","Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",0.169851219212005
"Section II Employer Group Waiver Plans","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.169799110648923
"Section III Expanding the Part D OTC Program","Section IV   Medicare Medicaid Plans",0.169760201682797
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.169625011212824
"Section II Cost Plan Competition Requirements","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.16946937681145
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section III Improving Access to Part D Vaccines",0.169383580377762
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.169257789156242
"Section II Employer Group Waiver Plans","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.169224074107312
"Section III Expanding the Part D OTC Program","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.168797603341889
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.168582333717554
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Tiered Cost Sharing of Medical Benefits",0.168485716190944
"Section IV   Medicare Medicaid Plans","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.168141703874353
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section E.  Clinical Trials",0.168067690871575
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section II Cost Plan Transition to MA under MACRA",0.168013405764423
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.167945445110566
"Section A.  Update of the RxHCC Model","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.167933223834113
"Section II Total Beneficiary Cost (TBC)","Section III CY 2019 Formulary Submission Window",0.167846222016957
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section IV   Medicare Medicaid Plans",0.167845534447506
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section B.  Calculation of Fee for Service Cost",0.166635113384984
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.166627446365696
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section B.  Calculation of Fee for Service Cost",0.166597238088353
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section II Maximum Out of Pocket (MOOP) Limits",0.166565934305542
"Section II Maximum Out of Pocket (MOOP) Limits","Section B.  Calculation of Fee for Service Cost",0.166447894079837
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Part C Optional Supplemental Benefits",0.166277664641681
"Section II Transparency   Timeliness with Prior Authorization Processes","Section I Innovations in Health Plan Design",0.166173250745494
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section E.  Clinical Trials",0.165860812116717
"Section II Employer Group Waiver Plans","Section II Total Beneficiary Cost (TBC)",0.165852788057313
"Section II Outpatient Observation Services","Section D.  Retiree Drug Subsidy Amounts",0.165847016440983
"Section G.  MA Employer Group Waiver Plans","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.165786569412176
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section E.  Clinical Trials",0.165725418728089
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.165721055579457
"Section II Total Beneficiary Cost (TBC)","Section E.  Clinical Trials",0.165704018463482
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.16563723161901
"Section III Benefit Review","Section III Expanding the Part D OTC Program",0.165512780532141
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.165426085865574
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.165205593804581
"Section II Employer Group Waiver Plans","Section II Medicare Advantage (MA) Segmented Service Area Options",0.165009663911228
"Section III Benefit Review","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.164943631299413
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.164644116978263
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section G.  MA Employer Group Waiver Plans",0.164620713505865
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section II Overview of CY 2019 Benefits and Bid Review",0.164570028434301
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.164433037755102
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section B.  Calculation of Fee for Service Cost",0.164216744986023
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.164208556625497
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section III Low Enrollment Plans (Stand alone PDPs only)",0.164172085948022
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.16413763581944
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.163918590012361
"Section II Cost Plan Competition Requirements","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.163823733340961
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.163759206145855
"Section I Annual Calendar","Section H.  Enhanced Medication Therapy Management (MTM) Model",0.163680631682629
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap","Section III CY 2019 Formulary Submission Window",0.163500690183115
"Section II Overview of CY 2019 Benefits and Bid Review","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.163492598918368
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section C.  IME Phase Out",0.163110326802033
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.163101670387323
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.162914645168851
"Section I Innovations in Health Plan Design","Section L.  Normalization Factors",0.162849812917199
"Section II Cost Plan Transition to MA under MACRA","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.162656735872449
"Section I Annual Calendar","Section II Medicare Advantage (MA) Segmented Service Area Options",0.162286802239536
"Section II Cost Plan Competition Requirements","Section B.  Calculation of Fee for Service Cost",0.162229123603835
"Section II Outpatient Observation Services","Section IV   Medicare Medicaid Plans",0.162178530318433
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section C.  Part D Risk Sharing",0.162089434687417
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section O.  Quality Payment Program",0.161870408552022
"Section II Cost Plan Competition Requirements","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.16182078031209
"Section A.  Update of the RxHCC Model","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.161800591732743
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section II Overview of CY 2019 Benefits and Bid Review",0.161543240994993
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019","Section E.  Clinical Trials",0.161526805409726
"Section II Overview of CY 2019 Benefits and Bid Review","Section O.  Quality Payment Program",0.161363369381057
"Section II Plans with Low Enrollment","Section G.  MA Employer Group Waiver Plans",0.161123978115781
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section B.  Calculation of Fee for Service Cost",0.160802980100781
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section I Incomplete and Inaccurate Bid Submissions",0.160761282624722
"Section M.  Medical Loss Ratio Credibility Adjustment","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.160704164114301
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.16053228696206
"Section II Health Related Supplemental Benefits","Section I Incomplete and Inaccurate Bid Submissions",0.160298532243108
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section B.  Calculation of Fee for Service Cost",0.160149608107291
"Section II Transparency   Timeliness with Prior Authorization Processes","Section II Total Beneficiary Cost (TBC)",0.160114817670614
"Section III Benefit Review","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.159884412029704
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section IV   Medicare Medicaid Plans",0.159585713564708
"Section III Coordination of Benefits (COB) User Fee","Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",0.159534029246462
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.159477411359368
"Section II Employer Group Waiver Plans","Section H.  CMS HCC Risk Adjustment Model for CY 2019",0.159348202154215
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Cost Plan Transition to MA under MACRA",0.159248686203758
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Plans with Low Enrollment",0.158955666506705
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",0.158867681039848
"Section II Health Related Supplemental Benefits","Section E.  Clinical Trials",0.158753723815792
"Section III Coordination of Benefits (COB) User Fee","Section III Improving Access to Part D Vaccines",0.158675613784628
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section I.  ESRD Risk Adjustment Model for CY 2019",0.158650002041677
"Section III Expanding the Part D OTC Program","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.158627111589339
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section I.  ESRD Risk Adjustment Model for CY 2019",0.158586890342284
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.158083117229385
"Section II Part C Optional Supplemental Benefits","Section II Cost Plan Competition Requirements",0.158067813713131
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section III Coordination of Benefits (COB) User Fee",0.157985471244011
"Section E.  Clinical Trials","Section IV   Medicare Medicaid Plans",0.157817481495802
"Section II Part C Optional Supplemental Benefits","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.157652659516765
"Section O.  Quality Payment Program","Section II Total Beneficiary Cost (TBC)",0.157652133309095
"Section III Specialty Tiers","Section II Total Beneficiary Cost (TBC)",0.157638990047033
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Total Beneficiary Cost (TBC)",0.157482149315875
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section III Expanding the Part D OTC Program",0.157473940204392
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.157333535764787
"Section I Innovations in Health Plan Design","Section E.  Clinical Trials",0.157260140891866
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.157102456885832
"Section I Annual Calendar","Section III Coordination of Benefits (COB) User Fee",0.157092384680762
"Section II Tiered Cost Sharing of Medical Benefits","Section III Expanding the Part D OTC Program",0.157013734395772
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section B.  Encounter Data as a Diagnosis Source for 2019",0.156830002706829
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Overview of CY 2019 Benefits and Bid Review",0.156809226014508
"Section C.  IME Phase Out","Section II Medicare Advantage (MA) Uniformity Flexibility",0.156769952211833
"Section III Tier Composition","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.156512032358103
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section O.  Quality Payment Program",0.156499313705064
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section II Tiered Cost Sharing of Medical Benefits",0.156497685042715
"Section II Part C Cost Sharing Standards","Section G.  MA Employer Group Waiver Plans",0.156366006693559
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Outpatient Observation Services",0.156362987032998
"Section II Total Beneficiary Cost (TBC)","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.156162430290784
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.156052160805043
"Section II Overview of CY 2019 Benefits and Bid Review","Section III Expanding the Part D OTC Program",0.155894663037101
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section G.  MA Employer Group Waiver Plans",0.155884704406414
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs","Section III CY 2019 Formulary Submission Window",0.155697170084148
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section III Tier Composition",0.155514824158556
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section B.  Calculation of Fee for Service Cost",0.155467465046914
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section III Coordination of Benefits (COB) User Fee",0.155460731723621
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Coordination of Benefits (COB) User Fee",0.155202693728993
"Section II Employer Group Waiver Plans","Section II Plans with Low Enrollment",0.155087172016385
"Section A.  Update of the RxHCC Model","Section III Improving Access to Part D Vaccines",0.155070814833971
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section II Medicare Advantage (MA) Uniformity Flexibility",0.154936345100212
"Section I Annual Calendar","Section III Tier Composition",0.154932648944973
"Section III Tier Composition","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.15484614608924
"Section I Innovations in Health Plan Design","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.154829347130755
"Section III Benefit Review","Section E.  Clinical Trials",0.154770927412108
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section III Expanding the Part D OTC Program",0.154754634865575
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Cost Plan Competition Requirements",0.154711969582649
"Section II Part C Optional Supplemental Benefits","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.154589700007996
"Section III Coordination of Benefits (COB) User Fee","Section IV   Medicare Medicaid Plans",0.154497852683948
"Section II Maximum Out of Pocket (MOOP) Limits","Section G.  MA Employer Group Waiver Plans",0.153950946506046
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Overview of CY 2019 Benefits and Bid Review",0.153834900137643
"Section II Overview of CY 2019 Benefits and Bid Review","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.15380795785925
"Section III Expanding the Part D OTC Program","Section I Innovations in Health Plan Design",0.153592515870485
"Section II Transparency   Timeliness with Prior Authorization Processes","Section III Expanding the Part D OTC Program",0.153348089855037
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Specialty Tiers",0.153329651494723
"Section D.  ESRD Rates","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.153248546061109
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.153049119596024
"Section III Improving Access to Part D Vaccines","Section B.  Calculation of Fee for Service Cost",0.152979042200408
"Section II Employer Group Waiver Plans","Section II Tiered Cost Sharing of Medical Benefits",0.152978736000857
"Section I Annual Calendar","Section II Maximum Out of Pocket (MOOP) Limits",0.152785981856297
"Section II Employer Group Waiver Plans","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.152778796910616
"Section II Total Beneficiary Cost (TBC)","Section I.  ESRD Risk Adjustment Model for CY 2019",0.152573406827704
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.152489010304798
"Section II Cost Plan Competition Requirements","Section II Health Related Supplemental Benefits",0.152433535733311
"Section II Outpatient Observation Services","Section II Transparency   Timeliness with Prior Authorization Processes",0.152432440574107
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.152343132985296
"Section I Annual Calendar","Section II Plans with Low Enrollment",0.152138941468746
"Section III Expanding the Part D OTC Program","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.1518368073542
"Section III Benefit Review","Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",0.151372784685434
"Section A.  MA Growth Percentage","Section B.  Calculation of Fee for Service Cost",0.151366094323464
"Section III Improving Access to Part D Vaccines","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.151254474529963
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.150991137277621
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section B.  Calculation of Fee for Service Cost",0.150925969561942
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.150678066048621
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section B.  FFS Growth Percentage",0.150633996988761
"Section II Cost Plan Transition to MA under MACRA","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.15024010069553
"Section I Annual Calendar","Section E.  Clinical Trials",0.150051081372543
"Section II Part C Optional Supplemental Benefits","Section III Expanding the Part D OTC Program",0.14998295745038
"Section I Innovations in Health Plan Design","Section B.  Calculation of Fee for Service Cost",0.149891185999337
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.149817012209449
"Section III Expanding the Part D OTC Program","Section II Total Beneficiary Cost (TBC)",0.149675307440624
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section A.  Update of the RxHCC Model",0.149390676317275
"Section C.  IME Phase Out","Section II Total Beneficiary Cost (TBC)",0.149331300634973
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section M.  Medical Loss Ratio Credibility Adjustment",0.149211229821997
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section D.  ESRD Rates",0.149192935232942
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section H.  Enhanced Medication Therapy Management (MTM) Model",0.148891856957096
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.148817456643694
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section D.  ESRD Rates",0.14862188364948
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section I Plan Corrections",0.148361506419164
"Section I Annual Calendar","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.14835388774012
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.148035865086666
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs","Section I Incomplete and Inaccurate Bid Submissions",0.148018376979687
"Section III Tier Composition","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.147899917339609
"Section II Overview of CY 2019 Benefits and Bid Review","Section I Validation Audits",0.147863853779794
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section B.  Calculation of Fee for Service Cost",0.147783389040364
"Section III Coordination of Benefits (COB) User Fee","Section III CY 2019 Formulary Submission Window",0.147531670190673
"Section II Transparency   Timeliness with Prior Authorization Processes","Section I Incomplete and Inaccurate Bid Submissions",0.147511572132267
"Section II Employer Group Waiver Plans","Section II Maximum Out of Pocket (MOOP) Limits",0.147403175150016
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Plans with Low Enrollment",0.147322769201874
"Section C.  Part D Risk Sharing","Section II Total Beneficiary Cost (TBC)",0.147128937359756
"Section A.  Update of the RxHCC Model","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.147125617039599
"Section II Employer Group Waiver Plans","Section II Health Related Supplemental Benefits",0.147095470701356
"Section B.  FFS Growth Percentage","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.14704052393104
"Section A.  Update of the RxHCC Model","Section C.  Part D Risk Sharing",0.146993704055736
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section I.  ESRD Risk Adjustment Model for CY 2019",0.146891222897088
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section I Incomplete and Inaccurate Bid Submissions",0.146870288132869
"Section II Maximum Out of Pocket (MOOP) Limits","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.146845908319133
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Medicare Advantage (MA) Uniformity Flexibility",0.146605909324597
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",0.146585253023609
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.146434382167333
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section B.  Calculation of Fee for Service Cost",0.146411765267451
"Section III Tier Composition","Section IV   Medicare Medicaid Plans",0.146410844292144
"Section II Cost Plan Competition Requirements","Section III Expanding the Part D OTC Program",0.146375717540947
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section II Total Beneficiary Cost (TBC)",0.146316783245395
"Section II Plans with Low Enrollment","Section E.  Clinical Trials",0.146144192159411
"Section II Employer Group Waiver Plans","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.145896036510803
"Section C.  IME Phase Out","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.145838446233238
"Section II Employer Group Waiver Plans","Section I Validation Audits",0.145733049144838
"Section III Specialty Tiers","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.145707159095983
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries","Section III CY 2019 Formulary Submission Window",0.14569352782656
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019","Section III CY 2019 Formulary Submission Window",0.145683591786487
"Section I.  ESRD Risk Adjustment Model for CY 2019","Section G.  MA Employer Group Waiver Plans",0.145615132306794
"Section III Specialty Tiers","Section III Coordination of Benefits (COB) User Fee",0.145547367944222
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.145484517158849
"Section A.  Update of the RxHCC Model","Section IV   Medicare Medicaid Plans",0.145418736086784
"Section II Transparency   Timeliness with Prior Authorization Processes","Section II Cost Plan Transition to MA under MACRA",0.145385784171174
"Section I Enforcement Actions for Provider Directories","Section II Tiered Cost Sharing of Medical Benefits",0.145347812168712
"Section II Plans with Low Enrollment","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.145279302099021
"Section O.  Quality Payment Program","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.14522353571483
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section II Cost Plan Transition to MA under MACRA",0.145207067712505
