"document","topic","gamma"
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",9,0.000161820097530091
"Section III Benefit Review",9,0.000159459363544173
"Section III Timely Updates to LIS Status Based on Best Available Evidence",9,0.000130829918827643
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",9,0.000276393081970323
"Section II Employer Group Waiver Plans",9,0.000269576391233067
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",10,1.16496990489424e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",10,3.83987553120965e-06
"Section I Validation Audits",10,1.01062544543861e-05
"Section B.  Calculation of Fee for Service Cost",10,7.13682816058239e-06
"Section G.  MA Employer Group Waiver Plans",10,1.09135063801225e-05
"Section L.  Normalization Factors",10,1.47998589703254e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",10,9.7545118743813e-06
"Section IV   Medicare Medicaid Plans",10,7.10897796649088e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",10,1.49414754090689e-05
"Section III CY 2019 Formulary Submission Window",10,1.57601314758489e-05
"Section I Incomplete and Inaccurate Bid Submissions",10,2.93396495836773e-05
"Section E.  Clinical Trials",10,2.87228598226246e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",10,1.96396598488501e-05
"Section II Part C Cost Sharing Standards",10,1.92251363041713e-05
"Section II Total Beneficiary Cost (TBC)",10,1.71176006736341e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",10,2.69522331212167e-05
"Section C.  Part D Risk Sharing",10,3.30676128531807e-05
"Section II Maximum Out of Pocket (MOOP) Limits",10,0.99841328883116
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",10,0.0138981912248981
"Section O.  Quality Payment Program",10,3.27701945536624e-05
"Section II Health Related Supplemental Benefits",10,4.4696544291234e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",10,3.95245774866694e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",10,5.02438943487144e-05
"Section III Improving Access to Part D Vaccines",10,3.39931663825441e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",10,1.67503526654002e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",10,3.60089265910183e-05
"Section I Innovations in Health Plan Design",10,4.11618437314605e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",10,4.21133920825298e-05
"Section III Tier Composition",10,5.95510303005281e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",10,6.15634954470081e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",10,4.62081807994268e-05
"Section III Expanding the Part D OTC Program",10,7.16527940693677e-05
"Section D.  ESRD Rates",10,4.74107540836576e-05
"Section I Plan Corrections",10,5.36996867816235e-05
"Section A.  Update of the RxHCC Model",10,2.95778305546105e-05
"Section II Tiered Cost Sharing of Medical Benefits",10,7.45864479475144e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",10,0.000122063754382234
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",10,4.66022022579184e-05
"Section II Cost Plan Transition to MA under MACRA",10,0.000100697695387377
"Section II Plans with Low Enrollment",10,6.64273202463623e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",10,8.56972373261589e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",10,4.8247858167193e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",10,0.000113213655097338
"Section II Medicare Advantage (MA) Uniformity Flexibility",10,4.56294850920787e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",10,9.14320584075418e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",10,0.000139158099384413
"Section B.  FFS Growth Percentage",10,5.24122117620565e-05
"Section C.  IME Phase Out",10,9.54231032264095e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",10,0.000110915985813887
"Section II Overview of CY 2019 Benefits and Bid Review",10,5.85933437586517e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",10,8.63744368086537e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",10,6.68334879872819e-05
"Section D.  Retiree Drug Subsidy Amounts",10,0.00020038646799905
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",10,8.43742031320362e-05
"Section II Cost Plan Competition Requirements",10,0.000152773111076939
"Section II Medicare Advantage (MA) Segmented Service Area Options",10,0.000166757662467626
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",10,0.000103559874911676
"Section H.  Enhanced Medication Therapy Management (MTM) Model",10,7.50989057399642e-05
"Section I Enforcement Actions for Provider Directories",10,0.000130829918827658
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",10,7.07255290046861e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",10,0.000189939973368565
"Section III Coordination of Benefits (COB) User Fee",10,9.97784722472201e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",10,0.000132414842335874
"Section K.  Medicare Advantage Coding Pattern Adjustment",10,0.00013570275207113
"Section II Outpatient Observation Services",10,0.000142794008653929
"Section II Part C Optional Supplemental Benefits",10,0.000148618649038361
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",10,0.000135702752071122
"Section I Annual Calendar",10,6.98219569628492e-05
"Section III Specialty Tiers",10,0.000161820097530085
"Section N.  Encounter Data as a Diagnosis Source for 2019",10,0.000129282487661469
"Section A.  MA Growth Percentage",10,0.000189939973368564
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",10,0.000263087847876899
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",10,0.00015716651890808
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",10,0.00014662501270765
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",10,0.000161820097530088
"Section III Benefit Review",10,0.000159459363544169
"Section III Timely Updates to LIS Status Based on Best Available Evidence",10,0.000130829918827642
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",10,0.000276393081970321
"Section II Employer Group Waiver Plans",10,0.000269576391233054
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",11,1.1649699047002e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",11,3.83987553093941e-06
"Section I Validation Audits",11,1.01062544544002e-05
"Section B.  Calculation of Fee for Service Cost",11,7.13682816053527e-06
"Section G.  MA Employer Group Waiver Plans",11,1.09135063801086e-05
"Section L.  Normalization Factors",11,1.47998589703189e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",11,9.75451187438383e-06
"Section IV   Medicare Medicaid Plans",11,0.270898270045883
"Section I.  ESRD Risk Adjustment Model for CY 2019",11,1.49414754090691e-05
"Section III CY 2019 Formulary Submission Window",11,1.57601314758601e-05
"Section I Incomplete and Inaccurate Bid Submissions",11,2.93396495837328e-05
"Section E.  Clinical Trials",11,2.87228598225614e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",11,1.96396598488158e-05
"Section II Part C Cost Sharing Standards",11,1.92251363046036e-05
"Section II Total Beneficiary Cost (TBC)",11,1.71176006735842e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",11,2.69522331212011e-05
"Section C.  Part D Risk Sharing",11,3.30676128531699e-05
"Section II Maximum Out of Pocket (MOOP) Limits",11,3.23818605885763e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",11,4.60136581393347e-05
"Section O.  Quality Payment Program",11,3.27701945536562e-05
"Section II Health Related Supplemental Benefits",11,4.46965442912077e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",11,3.95245774866841e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",11,5.02438943485836e-05
"Section III Improving Access to Part D Vaccines",11,3.39931663824708e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",11,1.67503526653745e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",11,3.60089265909908e-05
"Section I Innovations in Health Plan Design",11,4.11618437314616e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",11,4.21133920825254e-05
"Section III Tier Composition",11,5.95510303005271e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",11,6.15634954470101e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",11,4.62081807993612e-05
"Section III Expanding the Part D OTC Program",11,7.16527940693697e-05
"Section D.  ESRD Rates",11,4.7410754083657e-05
"Section I Plan Corrections",11,5.36996867816758e-05
"Section A.  Update of the RxHCC Model",11,2.95778305545879e-05
"Section II Tiered Cost Sharing of Medical Benefits",11,7.45864479474475e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",11,0.000122063754382228
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",11,4.66022022579216e-05
"Section II Cost Plan Transition to MA under MACRA",11,0.000100697695387367
"Section II Plans with Low Enrollment",11,6.64273202463539e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",11,8.56972373261569e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",11,4.82478581671316e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",11,0.000113213655097341
"Section II Medicare Advantage (MA) Uniformity Flexibility",11,4.56294850919849e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",11,9.14320584075446e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",11,0.000139158099384417
"Section B.  FFS Growth Percentage",11,5.24122117620755e-05
"Section C.  IME Phase Out",11,9.54231032264172e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",11,0.000110915985813894
"Section II Overview of CY 2019 Benefits and Bid Review",11,5.85933437585831e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",11,8.63744368086603e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",11,6.68334879872857e-05
"Section D.  Retiree Drug Subsidy Amounts",11,0.000200386467999056
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",11,8.43742031320336e-05
"Section II Cost Plan Competition Requirements",11,0.000152773111076935
"Section II Medicare Advantage (MA) Segmented Service Area Options",11,0.000166757662467626
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",11,0.000103559874911683
"Section H.  Enhanced Medication Therapy Management (MTM) Model",11,7.50989057399782e-05
"Section I Enforcement Actions for Provider Directories",11,0.000130829918827658
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",11,7.07255290046827e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",11,0.000189939973368564
"Section III Coordination of Benefits (COB) User Fee",11,9.97784722472235e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",11,0.000132414842335884
"Section K.  Medicare Advantage Coding Pattern Adjustment",11,0.000135702752071122
"Section II Outpatient Observation Services",11,0.000142794008653933
"Section II Part C Optional Supplemental Benefits",11,0.000148618649038373
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",11,0.000135702752071132
"Section I Annual Calendar",11,6.98219569629242e-05
"Section III Specialty Tiers",11,0.000161820097530082
"Section N.  Encounter Data as a Diagnosis Source for 2019",11,0.00012928248766147
"Section A.  MA Growth Percentage",11,0.000189939973368565
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",11,0.000263087847876906
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",11,0.00015716651890807
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",11,0.000146625012707642
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",11,0.000161820097530091
"Section III Benefit Review",11,0.000159459363544166
"Section III Timely Updates to LIS Status Based on Best Available Evidence",11,0.000130829918827655
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",11,0.000276393081970321
"Section II Employer Group Waiver Plans",11,0.000269576391233064
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",12,1.16496990506759e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",12,3.83987553120342e-06
"Section I Validation Audits",12,1.01062544543996e-05
"Section B.  Calculation of Fee for Service Cost",12,7.1368281605296e-06
"Section G.  MA Employer Group Waiver Plans",12,1.09135063800911e-05
"Section L.  Normalization Factors",12,1.47998589703524e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",12,9.75451187439546e-06
"Section IV   Medicare Medicaid Plans",12,7.10897796648441e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",12,1.49414754090593e-05
"Section III CY 2019 Formulary Submission Window",12,1.57601314758754e-05
"Section I Incomplete and Inaccurate Bid Submissions",12,2.93396495837531e-05
"Section E.  Clinical Trials",12,2.87228598225628e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",12,1.96396598488254e-05
"Section II Part C Cost Sharing Standards",12,1.9225136304632e-05
"Section II Total Beneficiary Cost (TBC)",12,0.999161237566993
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",12,2.69522331212139e-05
"Section C.  Part D Risk Sharing",12,3.30676128532338e-05
"Section II Maximum Out of Pocket (MOOP) Limits",12,3.23818605885953e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",12,4.60136581393308e-05
"Section O.  Quality Payment Program",12,3.27701945536876e-05
"Section II Health Related Supplemental Benefits",12,4.46965442912157e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",12,3.95245774866063e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",12,5.02438943486577e-05
"Section III Improving Access to Part D Vaccines",12,3.39931663825213e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",12,1.67503526653857e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",12,3.60089265909936e-05
"Section I Innovations in Health Plan Design",12,4.11618437315581e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",12,4.2113392082522e-05
"Section III Tier Composition",12,5.95510303005198e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",12,6.15634954470106e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",12,4.62081807993974e-05
"Section III Expanding the Part D OTC Program",12,7.16527940693717e-05
"Section D.  ESRD Rates",12,4.74107540836897e-05
"Section I Plan Corrections",12,5.36996867817063e-05
"Section A.  Update of the RxHCC Model",12,2.95778305546201e-05
"Section II Tiered Cost Sharing of Medical Benefits",12,7.4586447947432e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",12,0.000122063754382233
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",12,4.66022022579208e-05
"Section II Cost Plan Transition to MA under MACRA",12,0.000100697695387378
"Section II Plans with Low Enrollment",12,6.64273202463445e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",12,8.56972373261527e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",12,4.82478581671863e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",12,0.000113213655097338
"Section II Medicare Advantage (MA) Uniformity Flexibility",12,4.56294850920162e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",12,9.14320584075464e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",12,0.000139158099384416
"Section B.  FFS Growth Percentage",12,5.24122117620621e-05
"Section C.  IME Phase Out",12,9.54231032264169e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",12,0.00011091598581389
"Section II Overview of CY 2019 Benefits and Bid Review",12,5.85933437586875e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",12,8.63744368086584e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",12,6.68334879872903e-05
"Section D.  Retiree Drug Subsidy Amounts",12,0.000200386467999056
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",12,8.43742031320349e-05
"Section II Cost Plan Competition Requirements",12,0.000152773111076944
"Section II Medicare Advantage (MA) Segmented Service Area Options",12,0.000166757662467628
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",12,0.000103559874911674
"Section H.  Enhanced Medication Therapy Management (MTM) Model",12,7.50989057399504e-05
"Section I Enforcement Actions for Provider Directories",12,0.000130829918827656
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",12,7.07255290046867e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",12,0.000189939973368564
"Section III Coordination of Benefits (COB) User Fee",12,9.97784722472258e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",12,0.000132414842335872
"Section K.  Medicare Advantage Coding Pattern Adjustment",12,0.000135702752071118
"Section II Outpatient Observation Services",12,0.000142794008653935
"Section II Part C Optional Supplemental Benefits",12,0.000148618649038357
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",12,0.000135702752071127
"Section I Annual Calendar",12,6.98219569628594e-05
"Section III Specialty Tiers",12,0.000161820097530087
"Section N.  Encounter Data as a Diagnosis Source for 2019",12,0.000129282487661472
"Section A.  MA Growth Percentage",12,0.000189939973368563
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",12,0.000263087847876899
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",12,0.000157166518908073
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",12,0.000146625012707646
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",12,0.000161820097530082
"Section III Benefit Review",12,0.00015945936354417
"Section III Timely Updates to LIS Status Based on Best Available Evidence",12,0.000130829918827651
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",12,0.000276393081970321
"Section II Employer Group Waiver Plans",12,0.000269576391233063
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",13,1.16496990507765e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",13,3.83987553086149e-06
"Section I Validation Audits",13,1.0106254454434e-05
"Section B.  Calculation of Fee for Service Cost",13,7.13682816055625e-06
"Section G.  MA Employer Group Waiver Plans",13,1.09135063801263e-05
"Section L.  Normalization Factors",13,1.47998589703222e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",13,9.75451187438593e-06
"Section IV   Medicare Medicaid Plans",13,7.10897796648413e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",13,1.49414754090619e-05
"Section III CY 2019 Formulary Submission Window",13,1.57601314758658e-05
"Section I Incomplete and Inaccurate Bid Submissions",13,2.93396495836726e-05
"Section E.  Clinical Trials",13,2.87228598225621e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",13,1.96396598488477e-05
"Section II Part C Cost Sharing Standards",13,1.92251363046178e-05
"Section II Total Beneficiary Cost (TBC)",13,1.71176006736185e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",13,2.69522331212751e-05
"Section C.  Part D Risk Sharing",13,3.30676128531844e-05
"Section II Maximum Out of Pocket (MOOP) Limits",13,3.23818605885473e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",13,4.60136581393318e-05
"Section O.  Quality Payment Program",13,3.27701945536607e-05
"Section II Health Related Supplemental Benefits",13,4.46965442912247e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",13,3.95245774866251e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",13,5.02438943485969e-05
"Section III Improving Access to Part D Vaccines",13,3.3993166382453e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",13,1.67503526653826e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",13,3.60089265909774e-05
"Section I Innovations in Health Plan Design",13,4.11618437314786e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",13,4.21133920825712e-05
"Section III Tier Composition",13,5.95510303005229e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",13,6.15634954470083e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",13,4.62081807993597e-05
"Section III Expanding the Part D OTC Program",13,7.16527940694062e-05
"Section D.  ESRD Rates",13,4.74107540836576e-05
"Section I Plan Corrections",13,5.36996867816294e-05
"Section A.  Update of the RxHCC Model",13,2.95778305546129e-05
"Section II Tiered Cost Sharing of Medical Benefits",13,7.45864479474351e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",13,0.000122063754382229
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",13,0.997716492089361
"Section II Cost Plan Transition to MA under MACRA",13,0.000100697695387376
"Section II Plans with Low Enrollment",13,6.64273202463512e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",13,8.56972373261557e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",13,4.8247858167147e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",13,0.000113213655097339
"Section II Medicare Advantage (MA) Uniformity Flexibility",13,4.56294850920166e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",13,9.14320584075409e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",13,0.000139158099384413
"Section B.  FFS Growth Percentage",13,5.24122117620694e-05
"Section C.  IME Phase Out",13,9.54231032264084e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",13,0.000110915985813877
"Section II Overview of CY 2019 Benefits and Bid Review",13,5.85933437585699e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",13,8.63744368086678e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",13,6.68334879872877e-05
"Section D.  Retiree Drug Subsidy Amounts",13,0.000200386467999059
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",13,8.4374203132031e-05
"Section II Cost Plan Competition Requirements",13,0.000152773111076939
"Section II Medicare Advantage (MA) Segmented Service Area Options",13,0.000166757662467625
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",13,0.00010355987491167
"Section H.  Enhanced Medication Therapy Management (MTM) Model",13,7.50989057399569e-05
"Section I Enforcement Actions for Provider Directories",13,0.000130829918827655
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",13,7.07255290046702e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",13,0.792182513272758
"Section III Coordination of Benefits (COB) User Fee",13,9.97784722472214e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",13,0.000132414842335878
"Section K.  Medicare Advantage Coding Pattern Adjustment",13,0.000135702752071115
"Section II Outpatient Observation Services",13,0.000142794008653927
"Section II Part C Optional Supplemental Benefits",13,0.000148618649038359
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",13,0.000135702752071115
"Section I Annual Calendar",13,6.98219569628513e-05
"Section III Specialty Tiers",13,0.000161820097530078
"Section N.  Encounter Data as a Diagnosis Source for 2019",13,0.000129282487661467
"Section A.  MA Growth Percentage",13,0.000189939973368565
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",13,0.000263087847876891
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",13,0.000157166518908071
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",13,0.00014662501270763
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",13,0.000161820097530082
"Section III Benefit Review",13,0.000159459363544178
"Section III Timely Updates to LIS Status Based on Best Available Evidence",13,0.00013082991882765
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",13,0.000276393081970323
"Section II Employer Group Waiver Plans",13,0.000269576391233066
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",14,1.16496990506213e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",14,3.83987553117922e-06
"Section I Validation Audits",14,1.01062544544181e-05
"Section B.  Calculation of Fee for Service Cost",14,7.13682816056089e-06
"Section G.  MA Employer Group Waiver Plans",14,1.09135063801238e-05
"Section L.  Normalization Factors",14,1.47998589703303e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",14,9.75451187440306e-06
"Section IV   Medicare Medicaid Plans",14,7.10897796650402e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",14,1.49414754090916e-05
"Section III CY 2019 Formulary Submission Window",14,1.57601314758467e-05
"Section I Incomplete and Inaccurate Bid Submissions",14,2.93396495837454e-05
"Section E.  Clinical Trials",14,2.87228598226177e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",14,1.96396598488492e-05
"Section II Part C Cost Sharing Standards",14,1.92251363046394e-05
"Section II Total Beneficiary Cost (TBC)",14,1.71176006736305e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",14,2.69522331212203e-05
"Section C.  Part D Risk Sharing",14,3.30676128531893e-05
"Section II Maximum Out of Pocket (MOOP) Limits",14,3.2381860588639e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",14,4.6013658139334e-05
"Section O.  Quality Payment Program",14,3.27701945536801e-05
"Section II Health Related Supplemental Benefits",14,4.46965442912931e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",14,3.9524577486708e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",14,5.0243894348671e-05
"Section III Improving Access to Part D Vaccines",14,3.39931663825413e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",14,1.67503526653857e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",14,3.6008926590982e-05
"Section I Innovations in Health Plan Design",14,4.1161843731487e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",14,4.21133920825279e-05
"Section III Tier Composition",14,5.95510303005256e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",14,6.15634954470054e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",14,4.62081807993997e-05
"Section III Expanding the Part D OTC Program",14,7.16527940693699e-05
"Section D.  ESRD Rates",14,4.74107540836572e-05
"Section I Plan Corrections",14,5.36996867816263e-05
"Section A.  Update of the RxHCC Model",14,2.95778305546029e-05
"Section II Tiered Cost Sharing of Medical Benefits",14,7.45864479475623e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",14,0.000122063754382229
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",14,4.66022022579334e-05
"Section II Cost Plan Transition to MA under MACRA",14,0.995065812926018
"Section II Plans with Low Enrollment",14,6.64273202464248e-05
