"","agencyAcronym","allowLateComment","attachmentCount","commentDueDate","commentStartDate","commentText","docketId","docketTitle","docketType","documentId","documentStatus","documentType","numberOfCommentsReceived","openForComment","postedDate","title"
"206","CMS",FALSE,0,NA,NA,"I have lived with chronic pain my entire adult life. I have been on pain medication for 40 years. Please do not allow the people that abuse the medication and or system, to keep the rest of us stuck in bed unable to even leave the house.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0758","Posted","Public Submission",1,FALSE,"2018-04-20T00:00:00-04:00","Anonymous-WI"
"207","CMS",FALSE,1,NA,NA,"Attached please find the collective comments of UPMC Health Plan and the UPMC Insurance Services Division.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-1140","Posted","Public Submission",1,FALSE,"2018-05-01T00:00:00-04:00","Caleb Wallace-PA"
"208","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I absolutely Urge you not to put the 90 Mg ""MME"" Morphine Equivalency, and the 7 Day opiate Supply limit into effect. This is the Medicare Part D program, you have an extremely diverse, and medically ""complex"" series of patient's in your Part D program's. They often have a variety of complex pain issue's and are rightfully & legitimately on ""Higher dose's"" of opiate medication's. The CDC Guidelines were ""Voluntary"" Guidelines for Non-pain physician's to utilize as a ""guide"" when prescribing, or using opiate type medication's. I also must note those ""Voluntary guidelines"" were not written by ""Pain specialists"". They were written by people who have never even treated pain patient's, or dealt with their complexities, and quite frankly, they do not know what it is like to be on the ""front lines"". You must take this factor into account..

The 90 Mg ""MME"" Morphine Equivalency is not backed up by any scientifical data. Where this may be an ""appropriate guideline"" to follow with any ""New"" or ""opiate naive"" patients, this is not a ""guideline"" that should be followed with ""every single patient"". There are patient's that are ""opiate tolerant"" meaning they have been on opiate medications for many years, 90 Mg ""MME"" Morphine Equivalency will not work well, if at all to control any type of pain. There is also patient's that have a medical condition's that effects how their body will process, and metabolize opiate type medication's, there are many different variables that can affect how any one ""individual person"" metabolizes opiate type medication's. 

However, one big factor in particular is the CYP450 also known as they ""Cytochrome P450"" respectively. This ""Enzyme System"" can affect how any one patient's body ""processes"" opiate medication's, and it varies a great deal from each individual person. There is poor, normal, rapid, and ultra rapid metabolizers respectively. These patient's that are seen as receiving ""high dose's"" of opiates often may have a ""defect"" in how their body metabolize's opiate medication's. This is not something any patient has control over, and they should not be denied opiate medication's at doses greater than 90 Mg Morphine Equvialency based on this fact. It is astounding that medical data, and scientific facts that we know are ""factual"" and have been researched are not being considered at all when these ""guidelines"" are wrote for physician's to consider, and use in clinical practice. 

It is not as simple as to say every single patient receiving opiate medications is to receive no more than ""X"" amount of any opiate. It does not work this way. It would be nice if every patient responded the same to these medication's, and we could say we know for a fact that ""X"" amount will work to reduce pain in everyone. However, this is only in a ""Very idealized and perfect world."" We know that this is ""grossly"" wrong and to put these kind's of mandates and dose restriction's into place is ""grossly negligent"" and quite ""cruel"" treatment of anyone who is in need of opiate type medication's for chronic pain. This kind of mandate being put into the Part D program's will not fix the opiate ""epidemic"".

You are putting these patient's at a very increased risk of having to endure immediate, harsh, and inhumane dose taper's. They will end up being turned away without their medication's at pharmacies creating an immediate need for the prescribing physician to respond to the issue before the patient is left to go into precipitated withdrawals. Physician's are not equipped to be able to respond immediately on issue's like these that require an extreme amount of attention often times resulting in an hour, or more on the phone trying to straighten out the insurance denial with the pharmacy, and insurance companies. Even after these efforts are made by the prescribing physician the patient may be left without their needed medication's. There is no guarantee that they will receive the doses they were prescribed, and needed. Pain patient's are often prescribed a ""long-term"" Opiate, and a ""short-term"" opiate for their daily pain needs. If this mandate is put into effect they will automatically be ""over"" the 90 mg Morphine Equivalency based on this alone.

I urge you to take all these thing's into effect before putting this as a ""mandate"" into the Part D program. I would understand the need for ""Initial OR NEW"" Opiate prescriptions having a 90 mg ""MME"" Morphine equivalency cutoff with a 7 Day Supply limit or even if the patient was found to have Multiple Physician's, and Pharmacies. 

However, Please make an ""Exception to Exclude"" Long term Chronic Pain Patient's on stable dose's that are not ""New"" or receiving an opiate prescription for the ""first time"". As the Long term Chronic Pain Patient's are the ones who this ""90 mg Morphine Equivalency, and 7 days supply limit mandate is going to dramatically, and negatively impact leaving these patients without their needed medication's. ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0099","Posted","Public Submission",1,FALSE,"2018-02-20T00:00:00-05:00","Anonymous-CA"
"209","CMS",FALSE,0,NA,NA,"I am a chronic pain patient with fibromyalgia. This disease is incurable and the pain is always there even though it varies from mild to severe. Every day and every hour is different so I cannot predict anything about it but I do know that I need my pain medication to survive. I take the pain medication every day, every six hours. I could not have a quality of life without it. I am also a Medicaid patient. If these draconian regulations are put into effect then that would change my doctors prescribing methods and scarily could affect my pain meds. Please stop these regulations and allow the patient doctor relationship to exist on its own. Already i have much trouble getting the pain meds that i need to cover my pain because of the existing regulations. If its cut down even further I might have to do something drastic to live. Maybe that means like going to the street to survive. You are going about this all wrong to combat the overdoses. THE OVERDOSES ARE DUE TO STREET DRUGS OF HEROIN AND FENTYNAL AND THE STEALING OF PRESCRIPTION MEDS FOR ILLEGAL USES! This is not going to solve the ""opioid epidemic."" but it will make it worse with chronic pain patients going to the streets for pain relief and more overdoses and people just plain taking their own lives because the pain is too much to bear!  Please reconsider your ideas and dont hurt the chronic pain people...millions of us. ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0527","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","Shirley Wallace-AZ"
"210","CMS",FALSE,0,NA,NA,"I am and have been a chronic pain patient with the same pain management doctor for close to 10years, I am also intermittently on Medicaid depending on how much I can work to support my family. My husband and I have 4 children ages 19 to 13months. 10 years ago after several accidents I went to the emergency room believing I had a broken shoulder. After the last serious sports related accident I thought that my shoulder would eventually heal on it's own, as it always had before; but after over 3months had passed and my pain level had progressed to the point I was unable to sleep more than an hour or two at a time, as well as being brought to tears several times a day from doing simple daily tasks I became increasingly convinced that a bone break must have happened. It just simply was not healing and was progressively getting worse almost weekly. At the emergency room they did x-rays and I was told nothing was wrong with my shoulder but that my neck had severe, long term, permanent damage that had progressed to the point of feeling like a broken shoulder or collerbone. I was told to go back to my primary care doctor, which I did, she referred me to a neurosurgeon and my current pain management doctor. I was sent for various additional testing including several MRI's (my pain management doctor did not think the extensive damage was possible at my age and requested a second opinion, which confirmed and expounded on the first assessment), CT scans and additional x-rays The neuronsurgeon was unable to provide any type of permanent solution via surgery due to the degenerative nature of my injuries, he could not make a recommendation which would correct the damage. Before being prescribed opioid medication I'd tried physical therapy, yoga, herbal and holistic treatments, many ablation treatments and everything my pain management doctor recommended. 

Amerigroup does not pay their providers in my area and has not made a single payment to my pain management doctor for over 4 years. My doctor will no longer accept Amerigroup and there is no other pain management doctor in my area that will either, they simply do not ever get paid. Due to this I've had to sell every bit of personal items possible including nonessential clothing to pay my monthly pain management visit. I currently have an outstanding balance equal to 3 monthly visits that I just simply cannot pay. Without this medication at the level it is today I would not be able to work or take care of my children and would essentially be bedridden. I would not have any hope of being able to continue seeing my pain management doctor and would be forced to resort to emergency room visits that would never be paid for. Over a year ago my breakthrough pain medication amount and dosage was drastically cut due to my doctors fear of repercussions from this new war on opioids. Since that cut I've had to reduce my hours at work and accept less physically demanding work with a dramatic loss of income. My family and I are on the brink of homelessness. I want to work, I love my job but I simply cannot get through consequentative days at work. I have a literal hunchback at the age of 41 due to the progression of my injuries. Standing, carrying anything or even sitting at a desk for 2 or more days in a row results in a horrible, painful soreness, always accompanied by a multiple day severe migraine type headache due to permanently contracted muscles contracting further and compressing nerves. After 2-3 days of near 24hr bed rest the muscles will eventually relax enough for the migraine to slowly subside to a deep, dull, ache which makes moving very painful but not impossible. Any further reduction in opioid medication would be devastating for my family.

If these proposed changes are approved the little I'm able to currently do will be reduced to 24/7 bed rest. Work will be out of the question and I will become even more of a burden to the Government. My children need their mother to be present, they need me to be able to participate in activities like going to the park, library and community events, keeping my home clean and safe, attending to their daily needs which would all be greatly reduced with the passing of this proposal; even more would fall to my husband who is already completely overloaded trying to compensate for my shortcomings due to my injuries. I would love to be able to teach my younger kids to do things like ski and camp as I did with my older kids but that won't happen, with the help of my medication at the level it's currently at I can at least participate in activities that require little physical exertion. 

Requesting an exemption to the proposed changes presents a financial burden my family simply cannot sustain, we cannot afford my monthly doctor visit at $125 in addition to my medication costs of around $400 a month while waiting for approval or appeal. At the very least a Grandfather clause must be made for existing patients. Thank you. ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0879","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Margeaux Taylor, Reno, NV"
"211","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I am a Registered Nurse of 30 years, 20 years being in home health, 4 years in hospice care. I completely understand the opiod epidemic is out of control. But I do NOT feel like hospice patients should be punished for this! Have any of you ever been at the bedside of a dying person who is out of pain control?! Probably not! I never knew such high doses of opiates could be given but when a person is suffering, death imminent, they deserve pain control. And the decision to withhold that should not come from the government. Let the palliative care physicians have the freedom to do their job! ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0107","Posted","Public Submission",1,FALSE,"2018-02-20T00:00:00-05:00","Lisa Lasseter-AL"
"212","CMS",FALSE,1,NA,NA,"See attached file(s)","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0304","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","Fred Brown-FL"
"213","CMS",FALSE,0,NA,NA,"To all people in favor of CMS-2017-0165:  Just think in your heart - What if it was my loved one that was in chronic pain and was limited in the pain relievers that their Doctor prescribed?  No doubt you would have a different outlook on this critical situation.  Go after the people that choose to be addicts to get a high - NOT after the innocent ones who NEED pain meds for pain.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0626","Posted","Public Submission",1,FALSE,"2018-04-19T00:00:00-04:00","Shirley Mabry-FL"
"214","CMS",FALSE,0,NA,NA,"Withholding pain medication is like starving a baby.  NOBODY, in any profession, can understand chronic pain until they experience it.  I am opposed to 2019 regulatory changes that further empower the insurance industry or pharmacies to dictate our healthcare.  May God help our Congressmen.  ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0353","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","Gary Raymond-VA"
"215","CMS",FALSE,1,NA,NA,"See attached file(s)

The American Society of Consultant Pharmacists (ASCP), is pleased to have the opportunity to comment on select provisions of the Center for Medicare and Medicaid Services Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for Medicare Advantage (MA) Capitation Rates, Part C and Part D Payment Policies and 2019 draft Call Letter.  ASCP is the only international professional society devoted to optimal medication management and improved health outcomes for all older persons. ASCP's members manage and improve drug therapy and improve the quality of life of geriatric patients and other individuals residing in a variety of environments, including nursing facilities, sub-acute care assisted living facilities, psychiatric hospitals, hospice programs, home and community-based care. ASCP has a long history of advocating for the medical best interests of people who reside in long-term care facilities and those enrolled in hospice programs. We appreciate CMS' continued concern for the welfare of the frail elderly who rely on the Medicare drug benefit as a vital lifeline.

Our comments are focused on the following sections:

1.	Enforcement Actions for Provider Directories
2.	Part D Enhanced MTM Model
3.	Health Related Supplemental Benefits
4.	Medicare Advantage (MA) Uniformity Flexibility
5.	Improving Access to Part D Vaccines
6.	Improving Drug Utilization Review Controls in Medicare Part D
a.	Concurrent DUR
i.	Cumulative Morphine Milligram Equivalent Daily Dose (MME) Safety Edits for High, Chronic Prescription Opioid Users
ii.	Days Supply Limits for Opioid Nave Patients
iii.	Opioid Duplicative Therapy Safety Edits
","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-1136","Posted","Public Submission",1,FALSE,"2018-05-01T00:00:00-04:00","Arnold Clayman-VA"
"216","CMS",FALSE,0,NA,NA,"My mother is a Chronic Pain Patient (CPP) for over 25 years. She has Medicare Insurance. She has axonal neuropathy and inflammatory myopathy but without opioids, she can't live. She hates that she has to take them but because she does, she is able to take care of me, my sister, my dad and herself. When her doctors start giving her less, she lays in bed all day crying and hurting. The increase in overdoses is mostly due to synthetic heroin and fentanyl that comes from China. I feel terrible for the people that get addicted to them. Please target the drug dealers and the addicts but leave my mom alone. She takes her medicine just like her doctor tells her to. Her other insurance company just started requiring preauthorizations for one of her opioids that she has been taking for years. This costs time and money and delays my mom getting her medicine. Please stop hurting my mom. I want her to live to see me graduate from college, get married and have a family. Her doctors say she could live a long time but she won't without opioids. These limits you're proposing aren't based on scientific facts but have been fed to you by people who profit financially from withdrawing all people from opioids. Please stop hurting my mom.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0531","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","Aaron Jackson-TX"
"217","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","This  policy would severly limit my treatment. I already have a hard time getting the care I need due to the limits are doctors already feel they are under. I have a severe chronic pain condition, ( Adhesive Arachnoditous) that limits what I can do due to the pain. I spend my life trying to balance between keeping the pain down and having some sort of quality of life that any person should have. I am a person with rights , i am not a drug addict , i am a pain patient! Stop taking away the rights of those of us with severe pain ,we are people too! We deserve treatment, we deserve to live some what normal lives despite our pain.Why take that away from us ? ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0155","Posted","Public Submission",1,FALSE,"2018-02-27T00:00:00-05:00","Shannon Peterson-CA"
"218","CMS",FALSE,0,NA,NA,"I am a chronic pain pt of 15yrs.i was doing well and could take a shower,walk fsirly well with a can sometimes wen my knees would flare in pain.as i was dble to drive a little and take my kids to the park,i could atleast stand in one place to watch them play or catch a ball.i had been on high dose opioids for l5 s1 bone on bone,various other discs up my entire spine w exiting nerves contacting discs,bulging and burning and pinching pain.i had hardware in my hip was stsble but very painful to put weight on,and walk on.even sitting up is painful as it rotates my pelvis snd now put me in tears.i have hardware in my other leg,and these combo male it fo i can only attempt sleep 2 to 3 hrs a night,and have only done so on my.left fide for last 2yrs since being cutoff meds.my pain is now near constant 8,9,10 day long.i hav to stop writing here cuz im in tears sittig up.dont go this to others.im considering suicide as surgeries are only 50/50 and thsts not jood oddf.suicide wud make psin stop 100%.dont let people suffer needlessly like me.love tom","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0811","Posted","Public Submission",1,FALSE,"2018-04-20T00:00:00-04:00","Anonymous-NY"
"219","CMS",FALSE,0,NA,NA,"Senators, please stop the madness of hurting chronic pain patients, making them jump through more and more hoops to get the pain medication they need to live a somewhat functional life. These are husbands, wives, teachers, employees, mothers, fathers, even people you talk and deal with every day. None of the laws you have enacted to date have stopped the war on drugs. It will not stop until the drugs are no longer available from over the border. 99.9 % of chronic pain patients do not abuse, sell or give their medication away. The laws you are putting into effect are only hurting this community and doing nothing to stop all the drug over doses. This community does not deserve to be treated this way. We have a right to patient care and treatment. People whom have chronic pain cannot drive to the doctor as often as you want them too, they have a hard time just getting out of bed. Most of these laws come from people who have no link to treating chronic pain patients, no one who treats pain patients is on the board who make these laws. No one on the board has the insight needed to make these laws. I understand the drug issue, but these laws you are making are only hurting the people whom need these medications, and it is not helping stop the over doses. Please for the love of God, stop hurting us. It is a life and death issue for us, without the medication to allow us not to live with torture every day we are killing ourselves as there is no alternative that works. Anti-depressants, don't work, alternative care does not work PT does not work. WE have all tried all there is to try and this is our last resort. And you are making us choose between horrible pain, or death. Many people have already committed suicide rather than live with the pain that these new laws have left them in. These are people who were able to function, work, live be father, mothers, spouses.....Patients are responsible for their own actions as are the people who decide to overdoses. It is their actions, they make that decision, so why is the pain community suffering for their actions. This is not fair nor is it the answer to this issue. As you can well see it is not working. Over doses are still up, they get the drug off the street, not from chronic pain patients, from over the border, Heroin is much cheaper and easier to get then prescription drug. The drug problem is coming over the border, it is not the doctors whom treat pain patients. Very few Doctors are bad doctors, and when a clinic is shut down nothing is done to help the patients whom were seeing this doctor. They are left to suffer or kill themselves. Please stop this, stop these laws that are hurting only pain patients. WE NEED TO FOLLOW PORTUGAL'S LEAD ON THIS !!","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0951","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Jeanette French-VA"
"220","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","People whom hurt with pain 24/7 should be able to get there medications. To lower or dictate people's medications is plain torture. Leave pain patients alone.


","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0034","Posted","Public Submission",1,FALSE,"2018-02-20T00:00:00-05:00","Tammy Page-AL"
"221","CMS",FALSE,1,NA,NA,"Please see attached comments.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-1110","Posted","Public Submission",1,FALSE,"2018-05-01T00:00:00-04:00","David Lipschutz-DC"
"222","CMS",FALSE,0,NA,NA,"I am under 65 years of age and I am a Medicare patient. I've been diagnosed for over 20 years with degenerative disc disease, bulging and herniated discs, spinal stenosis, failed lumbar and cervical fusions, neuropathy, radiculopathy, spinal tumors and other illnesses.

I've tried other medications first before opioids including, tramadol, ibuprofen, vioxx, naproxen, voltaren gel and lidoderm patches. I've also tried physical therapy, aqua therapy, chiropractor, acupuncture,TENs and  numerous epidural steroid injections, facet injections and rhizotomys.They were unable to control my pain. I take gabapentin also. I take it as directed  and do not mix with alcohol.

If Medicare refuses to pay and if I'm unable to get my prescription medications over 90MME, my life will forever change. I will not be able to do most of what I do now including taking care of my home and my family.
I've been a compliant patient. I've signed a contract with my pain management Dr. I have random urinalysis and blood work. I have to have all my prescriptions filled at the same pharmacy. My condition will not improve. It will only get worse with age.

The CDC guidelines were written by non pain management Physicians. These guidelines are scaring pain management Dr's. Some are tapering or cutting their patients completely off of their opioid medications causing withdrawal and uncontrollable pain, some leading to suicide. This will more than likely also increase the number of people requesting disability as they will no longer be able to work.My medical care should be between myself and my physician ONLY! We all do not respond to medication the same way. 
If you were to limit me to a 7 day supply while seeking an exemption over 90MME it would cause undue stress onto myself, my Doctor and my pharmacy. I am already limited to what i can afford and asking for additional copay's would cause a financial hardship.Please, we need an exemption for patients already stable on doses above 90MME!
This is NOT an overprescribing issue! Prescribing is down while overdoses and deaths have risen!","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0548","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","sherri martin-TX"
"223","CMS",FALSE,1,NA,NA,"See attached file(s)","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0926","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Bernard Gahan-WI"
"224","CMS",FALSE,1,NA,NA,"Please do not implement these proposals. You are chasing the wrong people. Chronic pain patients and their doctors already have too many burdensome regulations and hurdles to jump through. Increased regulations will only drive more doctors away from the profession of pain management and more patients into despair and suicide. Please focus on drug addicts and getting treatment to them, not on restricting more care from those who really need it. Please read the attached file and understand what is really happening. Thank you.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0924","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","anonymous-TN"
"225","CMS",FALSE,0,NA,NA,"I am a pain patient who has lived with severe rheumatoid arthritis and its resulting damage for 30 years and my husband is a pain patient resulting from an injury decades ago. 

By definition, patients who receive Medicare and/or Medicaid are the elderly, the sick, the disabled, and the poorest of our society. Trying to find doctors, let alone specialists, to treat patients who receive Medicare or Medicaid is already difficult due to miserly reimbursements and overly burdensome rules and processes required of physicians who participate in these programs

Physicians are already under a number of restrictions to ensure oversight for treatment of chronic pain patients, and many have already chosen to stop treating pain patients, making the task of finding a qualified pain specialist even more difficult. Making it even more burdensome to treat those patients with medical need for higher doses of opioids would hurt chronic pain patients.

Furthermore, the 90 MME/day limit proposed is arbitrary and is not backed by scientific evidence. Even the concept of the morphine equivalent doses (MME) is widely disputed within the medical community.

Patients may have metabolisms that process medications rapidly, requiring more medications; at least 10-20 percent of chronic pain patients are believed to have such metabolic conditions. (Ironically, it is difficult to impossible to get such genetic testing covered under Medicare/Medicaid.) Furthermore, many patients have other problems with digestion, absorption, and even basic efficacy. Simply put, patients are not all alike and each patient deserves treatment that appropriately considers their unique physiology. Politicians and bureaucrats should not be making medical treatment decisions; that should be the role of licensed physicians treating their patients personally. Patients who require more than 90 MME/day dosing are not new pain patients who are opioid-nave. Physicians typically start with the lowest doses possible and only increase doses when sufficient relief is not obtained.

This proposal would also discourage prescribing of benzodiazepenes in combination with opioids. Many pain patients have multiple types of pain. Muscle relaxers, anti-seizure medication, and anti-spasmodic medications all treat various types of nerve disorders which occur as co-morbid conditions in many patients who require opioid pain relief for other sources of their pain.  Pain patients also frequently battle severe anxiety requiring medication. This measure would mean that physicians would have to choose which conditions to treat, leaving other conditions effectively untreated if they are unable to prescribe appropriate combinations of medications.

As for proposals to limit prescriptions for acute pain to seven days, or as few as 3 days, the generalization of acute pain is far too broad to account for the variety of types and severities of acute pain that require medication. Those patients with the most severe pain requiring longer doses would have great difficulty to make extra doctor and pharmacy visits in such a short time frame. For example, my knee replacement surgeries required pain medications for several months while undergoing painful rehabilitative exercise. Some other surgeries I've had required very little pain medication. Some patients are healthier than others when an acute injury occurs. And some injuries are far worse than others. This measure is based on a dangerous overgeneralization of all acute pain being equal, and amounts to practicing medicine by regulation.

Imagine living in severe pain, every day, morning to night. Imagine that you have gone to many, many doctors for many years in vain, hoping for surgery or a treatment that would actually fix the underlying condition and thus stop the pain. Imagine having tried every alternative therapy available, such as trigger point injections, epidural injections, radiofrequency ablation, physical therapy, EMDR, meditation, acupuncture, even medical marijuana, with limited success and diminishing returns. (Ironically, many alternative treatments aren't even covered by Medicare and/or Medicaid, further limiting pain patients' options.)

Now imagine that the only relief you have been able to get is from opioids, and that you are one of the unlucky ones who requires doses exceeding 90 MME/day. Imagine that despite having been a compliant patient taking medication as directed, medically stable, and without a substance abuse issue, that you are now unable to get enough medication to be effective in relieving the pain. 

The Geneva Convention prohibits torture of prisoners of war. It is considered inhumane to leave a wounded pet suffering in pain without relief. 

Pain patients deserve better treatment than pets and prisoners of war. They have committed no crime. Don't punish pain.
","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0904","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Anonymous-NY"
"226","CMS",FALSE,0,NA,NA,"Greetings,
		I retired at age 59 due to the disability I have. I am a licensed psychologist, Emeritus, and taught courses relating to drugs at the college and university level in addition to maintaining a private practice for over 30 years.  I am not naive about opioids.  My father used opioids for many years to help control pain associated with FSHD.  Seeing first hand how that helped him was my first direct exposure to these drugs.  

		I am a Medicare patient and was diagnosed with FSHD in 1977.  When I was about 45 years old the pain I experienced associated with FSHD really started to impact my home life and work so I began using n-saids, which I developed strong GI problems with. During that time I was also prescribed Bupropion. Additionally I have tried physical therapy, therapeutic massage, Rolfing, CBT/mindfulness, acupuncture, acupressure, massage, biofeedback, medical cannabis, creams and natural remedies, but they all failed to adequately control my pain, so I still require opioid pain medications. Opioids help me by managing my pain and allow me to live my life. Opioids improve my ability to function during work and chores, with family, travel, and all activities of daily living.  This disease I have is chronic and progressive.  It won't go away and will continue to get worse.  If Medicare and private insurers refuse to pay and if I do not have access to opioid medication over 90 MME, I will most certainly be confined and unable to function. My income, has already been compromised, as my co-pays have risen to over $100/month in addition to about $360/month I pay for part D.  My home, transportation and family have already been affected.

		I have a pain contract which has been in place since I started using opioids.  I am subjected to random UAs.  I keep my meds locked and have a written record of every pill I have taken since I began using opioids.  I do this so I know when and what I have taken each day.  My condition will probably not improve and the effects of time and aging will likely make things worse for me. Opioids were a last resort for me.  I was not happy about starting on them.  My opioid dosage has not been increased since it was stabilized 8 years ago.  The dose was decreased last December by my doctor as a result of the pressures she feels from the CDC. That has not been good for me.  I have more pain which affects not only me, but all those around me.  
		The CDC should be embarrassed.  Their proposed policies are not supported by any proven studies. Everyone genetically metabolizes medications differently.  CDC guidelines were written outside the rules by non-pain management physicians, some who may have professionally or personally profited from the outcome.  What is up with that?

		These policies will, I believe, create more chronic pain by not treating acute pain, scare more doctors out of pain treatment, create more demand for urgent care, increase the rate of expensive and possibly dangerous procedures, more disability claims/unemployment, and need for social services.  In fact, all of these things are already happening.

		Forcing involuntary tapers and withdrawals increase the risk of suicide, high blood pressure, stroke, and cardiac issues. 
	      I am disabled, 66 years old and pain medication helps me prevent falls by stabilizing my pain.  Even with it and the use of canes or walking poles I still fall frequently.
		My medical care and decision making should be left to my doctor, who understands my complicated and complex case, not CMS/Medicare.  I take opioids safely - I do not use alcohol or other substances and use opioids as directed.

		A 7-day supply while seeking an exemption to 90MME would cause extreme stress, paperwork burden for my doctor, extra copays at pharmacy/doctor, plus another trip to doctor/pharmacy when I am in pain.  A 7-day limit on prescriptions for new patients would be a physical and financial hardship that won't take into account injury, size, individual metabolizing rates, genetics or other factors.
		Prescribing has been going down for over 5 years while ODs to illicit heroin/Fentanyl coming in from Mexico/China is skyrocketing - deaths will continue to rise, as this crisis is NOT an over prescribing issue.  ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0470","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","MN"
